time_ms,accel_x_mps2,accel_y_mps2,accel_z_mps2
13981360.0,0.94,-6.87,-7.14
14001388.0,1.0,-6.85,-7.18
14021412.0,0.95,-6.84,-7.12
14041444.0,0.94,-6.88,-7.16
14061460.0,0.96,-6.82,-7.14
14081472.0,0.96,-6.87,-7.11
14101488.0,0.92,-6.87,-7.21
14121512.0,0.98,-6.86,-7.13
14141552.0,0.97,-6.87,-7.13
14161560.0,0.96,-6.85,-7.11
14181588.0,0.98,-6.86,-7.15
14201608.0,0.98,-6.85,-7.19
14221636.0,0.99,-6.83,-7.19
14241652.0,0.96,-6.85,-7.17
14261672.0,0.98,-6.88,-7.12
14281708.0,0.91,-6.88,-7.14
14301732.0,1.0,-6.83,-7.14
14321752.0,0.96,-6.84,-7.2
14341764.0,0.99,-6.9,-7.13
14361784.0,0.99,-6.85,-7.13
14381792.0,0.96,-6.83,-7.17
14401812.0,0.99,-6.86,-7.16
14421828.0,0.92,-6.9,-7.11
14441852.0,0.93,-6.86,-7.11
14461876.0,0.92,-6.84,-7.13
14481904.0,0.96,-6.83,-7.17
14501920.0,0.93,-6.83,-7.15
14521936.0,1.02,-6.85,-7.16
14541980.0,0.98,-6.86,-7.15
14562000.0,0.96,-6.84,-7.13
14582012.0,0.93,-6.85,-7.16
14602032.0,0.97,-6.87,-7.18
14622052.0,0.97,-6.84,-7.13
14642076.0,0.98,-6.83,-7.16
14662088.0,0.98,-6.83,-7.13
14682108.0,0.95,-6.88,-7.13
14702144.0,0.98,-6.83,-7.13
14722184.0,0.99,-6.86,-7.17
14742184.0,0.96,-6.85,-7.11
14762212.0,0.98,-6.83,-7.19
14782232.0,1.01,-6.88,-7.18
14802260.0,0.98,-6.86,-7.1
14822256.0,0.99,-6.85,-7.15
14842280.0,0.97,-6.85,-7.13
14862320.0,0.99,-6.88,-7.14
14882340.0,0.98,-6.83,-7.1
14902356.0,0.97,-6.85,-7.1
14922368.0,0.95,-6.82,-7.13
14942404.0,0.97,-6.86,-7.12
14962424.0,0.97,-6.86,-7.11
14982452.0,0.97,-6.86,-7.07
15002460.0,0.97,-6.9,-7.16
15022492.0,0.99,-6.88,-7.15
15042516.0,0.94,-6.88,-7.17
15062536.0,1.02,-6.91,-7.14
15082556.0,0.94,-6.87,-7.12
15102556.0,0.99,-6.88,-7.21
15122600.0,0.95,-6.84,-7.09
15142628.0,0.97,-6.9,-7.15
15162644.0,0.98,-6.84,-7.18
15182660.0,0.98,-6.84,-7.16
15202696.0,0.99,-6.84,-7.13
15222712.0,0.93,-6.85,-7.17
15242744.0,1.0,-6.84,-7.18
15262760.0,0.97,-6.86,-7.13
15282776.0,0.98,-6.86,-7.16
15302204.0,0.98,-6.86,-7.16
15322252.0,0.93,-6.87,-7.15
15342260.0,0.96,-6.85,-7.15
15362300.0,0.96,-6.86,-7.08
15382320.0,0.95,-6.88,-7.18
15402344.0,0.94,-6.83,-7.18
15422360.0,0.99,-6.89,-7.2
15442372.0,0.95,-6.88,-7.14
15462380.0,0.98,-6.87,-7.17
15482408.0,1.0,-6.87,-7.21
15502448.0,1.0,-6.83,-7.21
15522444.0,0.98,-6.85,-7.15
15542480.0,0.95,-6.85,-7.14
15562500.0,0.96,-6.86,-7.11
15582532.0,0.95,-6.85,-7.14
15602544.0,0.94,-6.87,-7.1
15622568.0,0.97,-6.88,-7.16
15642604.0,0.98,-6.87,-7.18
15662632.0,0.98,-6.83,-7.17
15682664.0,0.98,-6.83,-7.14
15702664.0,1.0,-6.83,-7.15
15722688.0,0.95,-6.82,-7.14
15742712.0,0.95,-6.83,-7.11
15762728.0,0.98,-6.8,-7.18
15782712.0,1.0,-6.84,-7.15
15802744.0,0.99,-6.85,-7.08
15822760.0,0.95,-6.87,-7.13
15842776.0,0.98,-6.8,-7.1
15862776.0,0.98,-6.85,-7.13
15882812.0,0.98,-6.84,-7.16
15902856.0,0.98,-6.81,-7.24
15922868.0,0.97,-6.85,-7.14
15942904.0,0.94,-6.86,-7.17
15962928.0,0.99,-6.8,-7.22
15982940.0,0.99,-6.82,-7.16
16002960.0,0.98,-6.85,-7.19
16022964.0,0.98,-6.82,-7.16
16042988.0,0.95,-6.85,-7.2
16063012.0,0.94,-6.85,-7.1
16083032.0,0.93,-6.82,-7.12
16103028.0,1.0,-6.85,-7.09
16123048.0,1.0,-6.83,-7.13
16143052.0,0.97,-6.84,-7.18
16163060.0,0.97,-6.86,-7.13
16183080.0,0.96,-6.83,-7.08
16203096.0,0.95,-6.87,-7.13
16223120.0,0.97,-6.88,-7.12
16243132.0,0.94,-6.82,-7.14
16263144.0,0.93,-6.86,-7.18
16283176.0,0.97,-6.89,-7.2
16303196.0,0.97,-6.88,-7.13
16323200.0,0.97,-6.9,-7.17
16343216.0,0.96,-6.86,-7.13
16363224.0,0.94,-6.86,-7.15
16383228.0,0.94,-6.86,-7.15
16403240.0,0.99,-6.82,-7.15
16423264.0,0.97,-6.87,-7.15
16443280.0,0.99,-6.85,-7.14
16463284.0,0.97,-6.83,-7.22
16483324.0,0.96,-6.85,-7.17
16503360.0,0.99,-6.82,-7.13
16523408.0,0.95,-6.89,-7.16
16543416.0,1.0,-6.87,-7.13
16563432.0,0.98,-6.86,-7.15
16583448.0,0.98,-6.88,-7.17
16603488.0,0.97,-6.88,-7.18
16623500.0,1.02,-6.86,-7.16
16643508.0,0.99,-6.87,-7.16
16663524.0,0.95,-6.85,-7.16
16683552.0,0.95,-6.84,-7.16
16703576.0,0.94,-6.89,-7.13
16723580.0,0.95,-6.84,-7.16
16743620.0,0.96,-6.87,-7.13
16763648.0,0.97,-6.85,-7.16
16783660.0,1.0,-6.84,-7.15
16803672.0,0.94,-6.84,-7.21
16823696.0,0.94,-6.83,-7.12
16843732.0,0.94,-6.87,-7.16
16863764.0,0.96,-6.88,-7.12
16883792.0,0.92,-6.87,-7.13
16903796.0,0.97,-6.86,-7.14
16923836.0,0.97,-6.85,-7.13
16943864.0,0.97,-6.84,-7.15
16963888.0,0.93,-6.87,-7.15
16983900.0,0.98,-6.87,-7.12
17003928.0,0.96,-6.88,-7.11
17023952.0,0.96,-6.81,-7.09
17043976.0,0.99,-6.84,-7.11
17064000.0,0.97,-6.84,-7.13
17083996.0,0.97,-6.86,-7.1
17104024.0,0.96,-6.84,-7.14
17124028.0,0.97,-6.86,-7.16
17144028.0,0.98,-6.85,-7.16
17164052.0,0.99,-6.86,-7.12
17184060.0,0.95,-6.88,-7.13
17204088.0,0.94,-6.86,-7.1
17224100.0,0.95,-6.88,-7.13
17244116.0,0.97,-6.82,-7.09
17264124.0,1.01,-6.85,-7.05
17284124.0,0.95,-6.86,-7.17
17304132.0,0.95,-6.84,-7.15
17324176.0,0.97,-6.84,-7.13
17344188.0,0.94,-6.85,-7.14
17364208.0,0.97,-6.9,-7.17
17384220.0,0.92,-6.87,-7.16
17404240.0,0.94,-6.86,-7.16
17424244.0,0.93,-6.85,-7.13
17444252.0,0.94,-6.83,-7.13
17464264.0,0.97,-6.85,-7.11
17484296.0,1.0,-6.86,-7.15
17504300.0,0.95,-6.87,-7.14
17524320.0,0.97,-6.83,-7.15
17544360.0,0.96,-6.87,-7.15
17564380.0,0.98,-6.83,-7.16
17584396.0,1.01,-6.84,-7.18
17604416.0,0.98,-6.84,-7.15
17624444.0,0.99,-6.85,-7.14
17644468.0,0.94,-6.88,-7.16
17664492.0,0.97,-6.87,-7.15
17684508.0,0.96,-6.88,-7.14
17704528.0,0.99,-6.83,-7.15
17724556.0,0.93,-6.83,-7.14
17744564.0,0.98,-6.84,-7.1
17764576.0,0.96,-6.86,-7.13
17784600.0,0.94,-6.84,-7.14
17804628.0,0.93,-6.85,-7.21
17824636.0,0.97,-6.84,-7.09
17844652.0,0.97,-6.84,-7.18
17864660.0,0.96,-6.85,-7.19
17884692.0,0.96,-6.87,-7.15
17904732.0,0.97,-6.88,-7.05
17924736.0,0.96,-6.82,-7.14
17944776.0,0.98,-6.82,-7.16
17964792.0,0.92,-6.83,-7.12
17984820.0,0.98,-6.85,-7.13
18004828.0,0.93,-6.84,-7.17
18024848.0,1.0,-6.88,-7.15
18044864.0,0.97,-6.86,-7.16
18064888.0,0.96,-6.86,-7.15
18084924.0,0.97,-6.84,-7.12
18104940.0,0.96,-6.85,-7.16
18124980.0,0.97,-6.85,-7.12
18144988.0,1.0,-6.83,-7.14
18165000.0,0.98,-6.86,-7.14
18185024.0,0.93,-6.84,-7.14
18205052.0,0.94,-6.86,-7.14
18225080.0,0.94,-6.77,-7.13
18245112.0,0.93,-6.83,-7.17
18265148.0,0.95,-6.85,-7.14
18285160.0,0.92,-6.8,-7.11
18305188.0,0.97,-6.88,-7.19
18325196.0,0.97,-6.85,-7.16
18345216.0,0.98,-6.9,-7.14
18365224.0,0.99,-6.82,-7.18
18385240.0,0.96,-6.86,-7.12
18405268.0,1.0,-6.85,-7.19
18425276.0,0.99,-6.87,-7.11
18445296.0,0.98,-6.85,-7.11
18465316.0,0.95,-6.86,-7.13
18485360.0,0.96,-6.83,-7.18
18505356.0,0.95,-6.9,-7.15
18525372.0,0.98,-6.82,-7.16
18545396.0,1.0,-6.86,-7.13
18565412.0,0.91,-6.83,-7.21
18585420.0,0.98,-6.87,-7.14
18605448.0,0.97,-6.82,-7.17
18625472.0,0.96,-6.85,-7.09
18645492.0,1.0,-6.82,-7.16
18665504.0,0.95,-6.86,-7.12
18685512.0,0.95,-6.87,-7.2
18705520.0,0.98,-6.86,-7.13
18725524.0,0.97,-6.86,-7.19
18745564.0,0.97,-6.86,-7.13
18765588.0,0.96,-6.87,-7.11
18785620.0,0.96,-6.83,-7.12
18805628.0,0.96,-6.86,-7.12
18825644.0,0.94,-6.86,-7.19
18845660.0,1.01,-6.83,-7.15
18865688.0,0.98,-6.83,-7.15
18885724.0,0.99,-6.81,-7.16
18905728.0,0.96,-6.86,-7.17
18925768.0,0.93,-6.86,-7.14
18945784.0,0.96,-6.81,-7.16
18965808.0,0.94,-6.87,-7.17
18985808.0,0.98,-6.86,-7.16
19005836.0,0.98,-6.83,-7.13
19025848.0,0.97,-6.8,-7.13
19045872.0,0.96,-6.88,-7.11
19065900.0,0.95,-6.85,-7.12
19085920.0,0.96,-6.87,-7.17
19105952.0,0.96,-6.83,-7.12
19125972.0,0.99,-6.82,-7.15
19145980.0,0.95,-6.86,-7.13
19166004.0,0.99,-6.87,-7.13
19186020.0,0.96,-6.83,-7.18
19206040.0,0.97,-6.86,-7.21
19226052.0,0.95,-6.87,-7.16
19246072.0,0.95,-6.83,-7.18
19266100.0,0.97,-6.81,-7.11
19286156.0,0.99,-6.88,-7.15
19306156.0,1.0,-6.79,-7.19
19326172.0,0.95,-6.86,-7.11
19346196.0,0.98,-6.88,-7.15
19366228.0,0.95,-6.86,-7.16
19386240.0,0.94,-6.84,-7.13
19406252.0,0.98,-6.81,-7.18
19426300.0,0.94,-6.82,-7.11
19446324.0,1.0,-6.87,-7.12
19466364.0,0.98,-6.83,-7.16
19486352.0,0.95,-6.83,-7.15
19506380.0,0.96,-6.84,-7.07
19526388.0,0.95,-6.84,-7.16
19546416.0,0.97,-6.8,-7.09
19566428.0,0.99,-6.85,-7.16
19586456.0,1.0,-6.86,-7.13
19606484.0,0.98,-6.92,-7.15
19626504.0,0.99,-6.88,-7.18
19646544.0,0.96,-6.84,-7.17
19666544.0,0.94,-6.85,-7.17
19686596.0,0.9,-6.85,-7.15
19706624.0,0.97,-6.81,-7.17
19726648.0,0.95,-6.85,-7.14
19746640.0,1.0,-6.85,-7.14
19766668.0,0.98,-6.83,-7.14
19786668.0,0.96,-6.86,-7.15
19806680.0,0.99,-6.82,-7.13
19826700.0,0.94,-6.86,-7.13
19846724.0,0.97,-6.82,-7.17
19866764.0,0.93,-6.83,-7.1
19886772.0,0.96,-6.88,-7.17
19906788.0,0.97,-6.89,-7.13
19926812.0,0.95,-6.86,-7.14
19946840.0,0.99,-6.83,-7.18
19966856.0,1.02,-6.83,-7.13
19986888.0,0.94,-6.87,-7.17
20006892.0,0.94,-6.84,-7.12
20026928.0,1.0,-6.85,-7.15
20046972.0,0.94,-6.83,-7.16
20066992.0,1.0,-6.83,-7.16
20087004.0,0.95,-6.82,-7.17
20107032.0,0.99,-6.83,-7.14
20126456.0,0.99,-6.83,-7.14
20146480.0,0.95,-6.85,-7.16
20166480.0,1.01,-6.83,-7.13
20186496.0,0.96,-6.87,-7.15
20206532.0,0.98,-6.88,-7.15
20226556.0,0.94,-6.86,-7.13
20246588.0,0.99,-6.87,-7.1
20266600.0,0.97,-6.88,-7.18
20286644.0,0.96,-6.81,-7.13
20306664.0,0.94,-6.85,-7.18
20326684.0,0.95,-6.85,-7.14
20346692.0,0.98,-6.86,-7.13
20366728.0,0.98,-6.88,-7.15
20386744.0,0.97,-6.91,-7.13
20406772.0,0.98,-6.84,-7.13
20426808.0,0.98,-6.87,-7.16
20446828.0,0.95,-6.85,-7.16
20466880.0,0.97,-6.86,-7.14
20486912.0,0.97,-6.83,-7.12
20506924.0,0.96,-6.81,-7.17
20526936.0,0.98,-6.86,-7.21
20546964.0,0.99,-6.85,-7.12
20567000.0,0.93,-6.83,-7.11
20587032.0,0.97,-6.84,-7.21
20607068.0,0.94,-6.82,-7.17
20627060.0,0.96,-6.82,-7.14
20647112.0,0.97,-6.8,-7.18
20667136.0,1.0,-6.89,-7.15
20687156.0,0.98,-6.84,-7.13
20707164.0,0.97,-6.87,-7.19
20727184.0,1.0,-6.85,-7.1
20747204.0,0.97,-6.82,-7.16
20767228.0,0.99,-6.84,-7.16
20787256.0,0.94,-6.85,-7.15
20807268.0,0.98,-6.82,-7.16
20827308.0,0.98,-6.85,-7.18
20847320.0,0.98,-6.83,-7.15
20867336.0,0.99,-6.86,-7.12
20887356.0,0.97,-6.82,-7.1
20907388.0,0.98,-6.85,-7.15
20927404.0,0.95,-6.88,-7.13
20947408.0,0.96,-6.82,-7.15
20967424.0,0.98,-6.89,-7.13
20987448.0,0.97,-6.84,-7.15
21007496.0,0.99,-6.84,-7.17
21027508.0,0.96,-6.85,-7.17
21047540.0,0.98,-6.82,-7.15
21067556.0,0.92,-6.84,-7.13
21087572.0,0.98,-6.86,-7.13
21107568.0,0.97,-6.84,-7.16
21127580.0,0.98,-6.85,-7.16
21147592.0,0.98,-6.86,-7.14
21167612.0,0.98,-6.83,-7.16
21187644.0,0.97,-6.87,-7.15
21207648.0,0.98,-6.82,-7.1
21227676.0,0.98,-6.84,-7.12
21247696.0,1.01,-6.9,-7.19
21267708.0,0.98,-6.84,-7.13
21287716.0,0.95,-6.87,-7.14
21307736.0,0.95,-6.87,-7.12
21327740.0,1.0,-6.84,-7.16
21347752.0,0.97,-6.85,-7.1
21367764.0,0.99,-6.83,-7.13
21387784.0,0.96,-6.84,-7.14
21407800.0,0.94,-6.84,-7.15
21427804.0,0.95,-6.86,-7.13
21447844.0,0.98,-6.84,-7.14
21467864.0,0.98,-6.83,-7.08
21487864.0,0.95,-6.88,-7.15
21507876.0,1.0,-6.81,-7.13
21527888.0,0.98,-6.83,-7.15
21547896.0,0.98,-6.86,-7.13
21567908.0,0.92,-6.88,-7.2
21587924.0,0.94,-6.84,-7.12
21607944.0,0.95,-6.85,-7.15
21627960.0,0.97,-6.86,-7.15
21647972.0,0.98,-6.84,-7.1
21668000.0,0.95,-6.84,-7.15
21688016.0,1.0,-6.83,-7.12
21708028.0,1.0,-6.81,-7.13
21728048.0,0.94,-6.88,-7.13
21748072.0,0.96,-6.84,-7.13
21768080.0,0.94,-6.84,-7.14
21788092.0,0.98,-6.84,-7.17
21808120.0,0.96,-6.8,-7.13
21828160.0,0.93,-6.86,-7.08
21848168.0,0.96,-6.85,-7.15
21868168.0,0.93,-6.84,-7.16
21888196.0,0.97,-6.82,-7.14
21908216.0,0.99,-6.84,-7.12
21928240.0,0.99,-6.84,-7.2
21948252.0,0.99,-6.83,-7.11
21968268.0,1.01,-6.85,-7.17
21988316.0,1.0,-6.81,-7.16
22008344.0,0.97,-6.85,-7.15
22028384.0,0.99,-6.84,-7.16
22048388.0,1.01,-6.85,-7.13
22068416.0,0.96,-6.85,-7.19
22088448.0,1.0,-6.86,-7.17
22108472.0,0.93,-6.83,-7.14
22128476.0,0.99,-6.87,-7.12
22148504.0,0.96,-6.85,-7.12
22168520.0,0.94,-6.85,-7.17
22188540.0,1.02,-6.85,-7.18
22208560.0,0.93,-6.86,-7.11
22228576.0,0.96,-6.81,-7.15
22248616.0,0.94,-6.85,-7.16
22268644.0,0.97,-6.86,-7.15
22288660.0,0.94,-6.82,-7.16
22308664.0,0.97,-6.88,-7.19
22328692.0,0.96,-6.87,-7.13
22348708.0,0.95,-6.83,-7.13
22368744.0,0.98,-6.83,-7.13
22388756.0,0.98,-6.85,-7.16
22408776.0,0.93,-6.84,-7.14
22428824.0,0.96,-6.81,-7.17
22448852.0,0.97,-6.85,-7.13
22468868.0,1.0,-6.84,-7.14
22488880.0,0.98,-6.82,-7.12
22508900.0,0.94,-6.87,-7.15
22528916.0,0.94,-6.83,-7.14
22548916.0,1.0,-6.87,-7.17
22568920.0,0.99,-6.83,-7.1
22588948.0,0.97,-6.87,-7.18
22608956.0,0.97,-6.83,-7.17
22628956.0,1.0,-6.87,-7.14
22648972.0,1.0,-6.82,-7.11
22668984.0,0.98,-6.83,-7.13
22689020.0,0.97,-6.86,-7.16
22709044.0,0.95,-6.81,-7.16
22729064.0,0.97,-6.84,-7.11
22749072.0,0.96,-6.86,-7.12
22769096.0,0.95,-6.82,-7.16
22789112.0,1.0,-6.87,-7.15
22809140.0,0.96,-6.87,-7.14
22829184.0,0.98,-6.88,-7.17
22849200.0,0.96,-6.86,-7.2
22869200.0,0.98,-6.82,-7.13
22889224.0,0.95,-6.84,-7.16
22909244.0,0.98,-6.85,-7.16
22929252.0,0.94,-6.84,-7.2
22949280.0,0.97,-6.82,-7.15
22969292.0,0.97,-6.85,-7.15
22989320.0,0.97,-6.85,-7.13
23009344.0,0.96,-6.85,-7.11
23029352.0,0.95,-6.85,-7.11
23049396.0,0.98,-6.84,-7.22
23069416.0,0.95,-6.82,-7.12
23089452.0,0.96,-6.85,-7.06
23109456.0,0.96,-6.81,-7.11
23129484.0,0.95,-6.83,-7.18
23149504.0,0.95,-6.83,-7.17
23169532.0,0.93,-6.86,-7.14
23189560.0,0.97,-6.82,-7.13
23209576.0,0.98,-6.8,-7.21
23229604.0,0.97,-6.86,-7.15
23249620.0,0.95,-6.85,-7.13
23269636.0,1.0,-6.86,-7.12
23289648.0,0.97,-6.87,-7.14
23309672.0,0.98,-6.83,-7.16
23329688.0,1.0,-6.82,-7.14
23349700.0,0.95,-6.82,-7.16
23369716.0,0.96,-6.84,-7.18
23389748.0,0.93,-6.87,-7.15
23409804.0,0.96,-6.87,-7.13
23429808.0,0.99,-6.85,-7.14
23449832.0,1.01,-6.84,-7.12
23469868.0,0.99,-6.86,-7.12
23489892.0,0.98,-6.86,-7.1
23509900.0,0.93,-6.83,-7.21
23529916.0,0.96,-6.82,-7.18
23549936.0,0.97,-6.82,-7.14
23569968.0,0.96,-6.87,-7.16
23590012.0,0.95,-6.86,-7.14
23610032.0,0.92,-6.82,-7.2
23630036.0,0.98,-6.83,-7.17
23650068.0,0.97,-6.86,-7.16
23670092.0,1.01,-6.84,-7.16
23690104.0,0.98,-6.87,-7.19
23710108.0,0.94,-6.83,-7.13
23730140.0,0.98,-6.85,-7.09
23750164.0,0.95,-6.83,-7.13
23770192.0,0.99,-6.85,-7.14
23790192.0,0.96,-6.85,-7.14
23810228.0,0.98,-6.83,-7.16
23830248.0,0.95,-6.82,-7.14
23850260.0,0.95,-6.86,-7.18
23870272.0,0.97,-6.85,-7.17
23890296.0,0.96,-6.84,-7.12
23910324.0,0.96,-6.86,-7.14
23930360.0,0.98,-6.86,-7.16
23950360.0,0.97,-6.83,-7.13
23970380.0,0.98,-6.83,-7.17
23990436.0,0.97,-6.82,-7.16
24010444.0,0.94,-6.83,-7.22
24030460.0,0.95,-6.84,-7.15
24050480.0,0.97,-6.86,-7.1
24070504.0,0.98,-6.85,-7.16
24090520.0,0.96,-6.85,-7.16
24110536.0,0.97,-6.88,-7.13
24130556.0,0.98,-6.86,-7.15
24150580.0,0.98,-6.83,-7.2
24170596.0,0.93,-6.84,-7.11
24190596.0,0.96,-6.87,-7.15
24210636.0,0.95,-6.87,-7.14
24230656.0,0.95,-6.85,-7.19
24250680.0,0.95,-6.84,-7.17
24270676.0,0.99,-6.88,-7.15
24290692.0,0.96,-6.85,-7.16
24310708.0,0.96,-6.84,-7.14
24330736.0,0.97,-6.85,-7.14
24350748.0,0.96,-6.9,-7.2
24370768.0,0.93,-6.88,-7.07
24390792.0,0.94,-6.84,-7.12
24410796.0,0.94,-6.88,-7.22
24430824.0,0.94,-6.89,-7.15
24450852.0,0.98,-6.8,-7.14
24470272.0,0.98,-6.8,-7.14
24490296.0,0.93,-6.87,-7.13
24510328.0,0.96,-6.85,-7.16
24530332.0,0.97,-6.84,-7.12
24550364.0,0.99,-6.83,-7.15
24570392.0,0.98,-6.86,-7.18
24590424.0,0.96,-6.84,-7.16
24610420.0,0.97,-6.85,-7.16
24630456.0,0.91,-6.85,-7.09
24650484.0,0.95,-6.87,-7.16
24670504.0,0.96,-6.82,-7.11
24690520.0,0.98,-6.83,-7.17
24710540.0,0.98,-6.86,-7.13
24730560.0,0.98,-6.86,-7.21
24750576.0,0.95,-6.86,-7.1
24770588.0,0.98,-6.87,-7.14
24790608.0,0.97,-6.86,-7.17
24810640.0,0.98,-6.83,-7.17
24830648.0,0.93,-6.83,-7.15
24850680.0,0.92,-6.84,-7.14
24870700.0,0.97,-6.85,-7.14
24890716.0,0.98,-6.84,-7.15
24910724.0,0.99,-6.87,-7.19
24930740.0,0.98,-6.81,-7.19
24950776.0,0.96,-6.8,-7.19
24970816.0,0.97,-6.84,-7.15
24990856.0,0.95,-6.84,-7.11
25010860.0,0.97,-6.84,-7.11
25030884.0,0.96,-6.83,-7.11
25050912.0,0.98,-6.87,-7.12
25070936.0,0.99,-6.83,-7.21
25090952.0,0.99,-6.88,-7.15
25110972.0,0.94,-6.88,-7.23
25130992.0,1.01,-6.85,-7.19
25151016.0,0.98,-6.88,-7.13
25171040.0,0.98,-6.89,-7.12
25191048.0,0.97,-6.83,-7.14
25211088.0,0.99,-6.85,-7.12
25231108.0,1.02,-6.88,-7.15
25251132.0,0.96,-6.87,-7.15
25271132.0,0.97,-6.8,-7.2
25291140.0,0.96,-6.82,-7.16
25311172.0,0.95,-6.82,-7.15
25331192.0,0.95,-6.85,-7.11
25351224.0,0.98,-6.85,-7.17
25371240.0,0.95,-6.85,-7.12
25391284.0,0.97,-6.85,-7.13
25411304.0,0.96,-6.86,-7.13
25431324.0,0.98,-6.86,-7.15
25451332.0,0.97,-6.85,-7.16
25471368.0,0.95,-6.85,-7.22
25491384.0,1.01,-6.85,-7.14
25511416.0,0.98,-6.87,-7.11
25531448.0,0.96,-6.87,-7.11
25551464.0,0.95,-6.88,-7.11
25571508.0,0.95,-6.84,-7.18
25591528.0,0.95,-6.85,-7.13
25611536.0,0.98,-6.83,-7.1
25631548.0,0.98,-6.82,-7.13
25651580.0,0.96,-6.86,-7.11
25671592.0,0.96,-6.83,-7.14
25691596.0,0.96,-6.82,-7.14
25711608.0,0.95,-6.83,-7.1
25731644.0,1.0,-6.85,-7.17
25751692.0,0.97,-6.81,-7.15
25771700.0,0.97,-6.83,-7.16
25791724.0,0.98,-6.85,-7.14
25811752.0,0.93,-6.85,-7.19
25831776.0,0.95,-6.88,-7.16
25851796.0,0.99,-6.86,-7.19
25871800.0,1.0,-6.86,-7.16
25891820.0,0.95,-6.81,-7.12
25911848.0,0.93,-6.85,-7.2
25931864.0,0.95,-6.83,-7.14
25951868.0,0.97,-6.83,-7.13
25971912.0,0.97,-6.85,-7.11
25991936.0,0.94,-6.87,-7.16
26011960.0,0.95,-6.84,-7.14
26031968.0,0.97,-6.82,-7.18
26051992.0,0.96,-6.85,-7.16
26072008.0,0.97,-6.86,-7.15
26092028.0,0.97,-6.86,-7.16
26112060.0,0.97,-6.82,-7.17
26132060.0,0.97,-6.84,-7.13
26152104.0,0.98,-6.83,-7.12
26172132.0,1.02,-6.88,-7.16
26192148.0,1.0,-6.84,-7.15
26212160.0,0.98,-6.87,-7.12
26232196.0,0.97,-6.87,-7.1
26252224.0,0.96,-6.87,-7.11
26272244.0,0.95,-6.83,-7.13
26292256.0,0.94,-6.82,-7.11
26312272.0,0.99,-6.85,-7.15
26332320.0,0.95,-6.86,-7.13
26352336.0,0.97,-6.87,-7.13
26372352.0,0.98,-6.83,-7.13
26392368.0,0.95,-6.86,-7.19
26412392.0,0.97,-6.81,-7.11
26432408.0,1.01,-6.83,-7.2
26452416.0,0.96,-6.87,-7.13
26472432.0,1.01,-6.89,-7.16
26492456.0,0.98,-6.85,-7.13
26512492.0,1.02,-6.87,-7.15
26532500.0,0.95,-6.82,-7.11
26552532.0,0.97,-6.85,-7.18
26572548.0,0.96,-6.87,-7.15
26592580.0,1.01,-6.84,-7.17
26612576.0,0.97,-6.86,-7.1
26632600.0,0.93,-6.82,-7.16
26652616.0,0.98,-6.86,-7.13
26672636.0,0.94,-6.87,-7.14
26692668.0,0.94,-6.84,-7.13
26712680.0,0.95,-6.86,-7.18
26732692.0,0.94,-6.89,-7.08
26752700.0,0.98,-6.89,-7.11
26772708.0,0.96,-6.88,-7.18
26792728.0,0.98,-6.79,-7.16
26812756.0,1.0,-6.89,-7.14
26832752.0,0.97,-6.86,-7.14
26852764.0,1.0,-6.87,-7.14
26872788.0,0.95,-6.86,-7.09
26892808.0,0.95,-6.88,-7.13
26912824.0,0.98,-6.83,-7.15
26932836.0,0.98,-6.84,-7.18
26952860.0,0.95,-6.8,-7.12
26972880.0,1.0,-6.86,-7.17
26992896.0,0.97,-6.85,-7.15
27012916.0,0.99,-6.85,-7.2
27032932.0,0.96,-6.84,-7.12
27052952.0,0.97,-6.86,-7.17
27072964.0,0.95,-6.91,-7.09
27092964.0,1.01,-6.87,-7.22
27113016.0,0.99,-6.85,-7.13
27133068.0,0.94,-6.84,-7.13
27153080.0,0.96,-6.89,-7.13
27173092.0,0.92,-6.87,-7.15
27193124.0,0.96,-6.84,-7.13
27213152.0,1.01,-6.88,-7.13
27233172.0,0.97,-6.84,-7.15
27253184.0,0.96,-6.81,-7.13
27273208.0,0.98,-6.83,-7.18
27293236.0,0.99,-6.88,-7.13
27313276.0,0.99,-6.87,-7.11
27333296.0,0.99,-6.83,-7.18
27353316.0,0.96,-6.9,-7.14
27373336.0,0.96,-6.84,-7.16
27393364.0,1.0,-6.88,-7.18
27413372.0,0.98,-6.88,-7.16
27433384.0,0.98,-6.84,-7.15
27453420.0,0.97,-6.83,-7.17
27473444.0,0.97,-6.86,-7.19
27493484.0,0.97,-6.85,-7.15
27513492.0,0.96,-6.86,-7.13
27533520.0,0.99,-6.87,-7.15
27553540.0,0.95,-6.87,-7.13
27573560.0,0.95,-6.82,-7.13
27593556.0,0.98,-6.86,-7.15
27613584.0,0.96,-6.8,-7.13
27633592.0,0.97,-6.85,-7.14
27653616.0,0.94,-6.82,-7.14
27673616.0,0.93,-6.83,-7.17
27693636.0,1.0,-6.85,-7.18
27713664.0,0.96,-6.79,-7.11
27733680.0,0.99,-6.83,-7.14
27753700.0,0.95,-6.87,-7.13
27773716.0,1.0,-6.84,-7.14
27793748.0,0.94,-6.82,-7.15
27813756.0,0.98,-6.82,-7.1
27833772.0,0.98,-6.89,-7.14
27853808.0,0.97,-6.85,-7.15
27873840.0,0.96,-6.84,-7.12
27893884.0,0.96,-6.85,-7.13
27913904.0,0.97,-6.85,-7.13
27933928.0,0.98,-6.85,-7.14
